period_end,period_year,period_month,period_label,period_short,hoofdberoepsgroep,beroepsgroep,beroep,vacatures
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwtechnici,Architect,42
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwtechnici,Bouwkundig tekenaar,20
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwtechnici,Calculator bouw,47
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwtechnici,EPB-verslaggever,1
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwtechnici,Ingenieur studie en advies bouw,18
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwtechnici,Interieurarchitect interieurvormgever,7
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwtechnici,Landmeter,2
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwtechnici,Projectleider bouw en openbare werken,37
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwtechnici,Veiligheidscoördinator,1
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwtechnici,Werfbediende,5
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwtechnici,Werfleider,79
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,"Aansluiter van waterleidingen, rioleringen en warmtenetten",2
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Asbestverwijderaar,10
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Bekister-betonneerder,33
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Beveiligingstechnicus,39
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Brandertechnicus,6
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Daktimmerman,20
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Dakwerker,84
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Datacommunicatie- en netwerktechnicus,30
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Dekvloerlegger,5
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Elektrotechnisch installateur,6
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Gevelreiniger,1
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Gevelrenoveerder-betonhersteller,1
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Glaswerker,4
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Industrieel isolatiewerker,6
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Installateur elektrotechnische basiscomponenten,1
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Installateur nutsvoorzieningen,4
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Interieurbouwer,26
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Isoleerder ruwbouw en dak,12
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Medewerker ruwbouw,49
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Metselaar,83
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Monteur installatietechnieken,143
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Natuursteenbewerker,2
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Onderhoudsmedewerker gebouwen,1
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Onderhoudsmedewerker wegennet,2
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Plaatser binnenschrijnwerk,25
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Plaatser buitenschrijnwerk,70
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Plaatser van boven- en ondergrondse leidingen,2
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Plaatser van houten vloerbedekking,7
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Plaatser van soepele vloerbekledingen,2
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Rioollegger,2
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Schilder-decorateur,26
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Steigerbouwer,95
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Stukadoor,35
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Technicus hernieuwbare energietechnieken,9
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Technicus installatietechnieken,14
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Vloerder-tegelzetter,13
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Voeger,8
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Bouwvakkers,Wegenwerker,42
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Machinisten en kraanmannen,Bediener grondverzetmachines,25
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Machinisten en kraanmannen,Bediener machines horizontale boringen,3
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Machinisten en kraanmannen,Bediener machines verticale boringen,9
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Machinisten en kraanmannen,Kraanbestuurder,21
2016-01-31,2016,1,januari 2016,Jan 2016,Bouwberoepen,Machinisten en kraanmannen,Torenkraanbediener,9
2016-01-31,2016,1,januari 2016,Jan 2016,Dienstverlenende beroepen,Experts vastgoed,Vastgoedpromotor,2
2016-01-31,2016,1,januari 2016,Jan 2016,Dienstverlenende beroepen,Ordehandhavers en reddingswerkers,Brandwacht-veiligheidswacht,3
2016-01-31,2016,1,januari 2016,Jan 2016,Dienstverlenende beroepen,Schoonmaak- en onderhoudspersoneel,Huishoudhulp-poetshulp,1
2016-01-31,2016,1,januari 2016,Jan 2016,Dienstverlenende beroepen,Schoonmaak- en onderhoudspersoneel,Industrieel reiniger,3
2016-01-31,2016,1,januari 2016,Jan 2016,Dienstverlenende beroepen,Schoonmaak- en onderhoudspersoneel,Ruitenwasser,0
2016-01-31,2016,1,januari 2016,Jan 2016,Handels- en verkoopberoepen,Verkooppersoneel,Winkelverkoper,24
2016-01-31,2016,1,januari 2016,Jan 2016,Handels- en verkoopberoepen,Vertegenwoordigers,Vertegenwoordiger B2B,29
2016-01-31,2016,1,januari 2016,Jan 2016,Handels- en verkoopberoepen,Vertegenwoordigers,Vertegenwoordiger B2C,8
2016-01-31,2016,1,januari 2016,Jan 2016,Horecaberoepen,Horecapersoneel,Maître d'hôtel,1
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Beoefenaars van ambachten,Ambachtelijk metaalbewerker,1
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Confectie- en lederwerkers,Polyvalent stikster,1
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Diverse productiemedewerkers en operatoren,Industrieel schilder,27
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Diverse productiemedewerkers en operatoren,Ontginner gassen en vloeistoffen,1
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Diverse productiemedewerkers en operatoren,Operator glasbewerking,0
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Diverse productiemedewerkers en operatoren,Productiemedewerker,4
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Diverse productiemedewerkers en operatoren,Productieoperator elektrische en elektronische componenten,6
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Diverse productiemedewerkers en operatoren,"Productieoperator van stortbeton, cement, asfalt en granulaten",4
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Diverse productiemedewerkers en operatoren,Regelaar-afsteller van productie-installaties,0
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Diverse productiemedewerkers en operatoren,Uitvoerder van werken op hoogte,5
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Diverse productiemedewerkers en operatoren,Verpakkingsoperator,3
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Industriële technici,Expert productieproces en -methodes,1
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Industriële technici,Industrieel elektromecanicien,54
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Industriële technici,Industrieel laborant,2
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Industriële technici,Industrieel onderhoudstechnicus,8
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Industriële technici,Koeltechnicus,23
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Industriële technici,Lifttechnicus,2
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Industriële technici,Onderhoudstechnicus industriële automatisering,2
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Industriële technici,Ontwerper industriële automatisering,1
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Industriële technici,Productieplanner,7
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Industriële technici,Regeltechnicus klimatisatie,25
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Industriële technici,Technicus elektro en elektronica,1
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Industriële technici,Technicus elektronische installaties,9
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Industriële technici,Werkvoorbereider,5
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Medewerkers houtindustrie,Meubelmaker,16
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Medewerkers houtindustrie,Operator CNC-gestuurde houtbewerkingsmachines,2
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Medewerkers houtindustrie,Werkplaatsschrijnwerker,20
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Monteurs en installateurs elektrotechniek,Bordenbouwer - Elektromonteur machinebouw,7
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Monteurs en installateurs elektrotechniek,Elektrotechnicus,128
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Insteller-omsteller plaatbewerking,2
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Insteller-omsteller verspaning,6
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Machinebouwer,7
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Manueel lasser,24
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Monteur staalconstructies,11
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Operator montage en assemblage,34
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Pijpfitter,16
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Productieoperator metaal,4
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Rigger-monteerder,1
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Technisch leidinggevenden,Afdelingsverantwoordelijke productie,1
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Technisch leidinggevenden,Productiemanager,2
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Technisch leidinggevenden,Projectmanager engineering,11
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Technisch leidinggevenden,Teamleader productie,3
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Technisch leidinggevenden,Verantwoordelijke beheer en onderhoud van voertuigen,1
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Technisch leidinggevenden,Verantwoordelijke industrieel onderhoud,1
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Tekenaars en vormgevers,"Tekenaar-ontwerper elektriciteit, elektronica",3
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Tekenaars en vormgevers,Tekenaar-ontwerper mechanica,3
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Voer- en werktuigherstellers,Onderhoudsmecanicien van personenwagens en lichte bedrijfsvoertuigen,2
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Voer- en werktuigherstellers,Onderhoudsmecanicien van zware bedrijfsvoertuigen,6
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Voer- en werktuigherstellers,Plaatwerker carrosserie,0
2016-01-31,2016,1,januari 2016,Jan 2016,Industriële beroepen en ambachten,Voer- en werktuigherstellers,"Technicus werf-, landbouw- en hefmachines",4
2016-01-31,2016,1,januari 2016,Jan 2016,"Land-, tuin- en bosbouw- en visserijberoepen","Land-, tuin- en bosbouwers en vissers",Medewerker loonwerk,1
2016-01-31,2016,1,januari 2016,Jan 2016,"Land-, tuin- en bosbouw- en visserijberoepen","Land-, tuin- en bosbouwers en vissers",Medewerker paardenhouderij,1
2016-01-31,2016,1,januari 2016,Jan 2016,"Land-, tuin- en bosbouw- en visserijberoepen","Land-, tuin- en bosbouwers en vissers",Medewerker tuin- en groenaanleg en -onderhoud,5
2016-01-31,2016,1,januari 2016,Jan 2016,"Land-, tuin- en bosbouw- en visserijberoepen","Land-, tuin- en bosbouwers en vissers",Verantwoordelijke tuin- en groenaanleg en -onderhoud,3
2016-01-31,2016,1,januari 2016,Jan 2016,"Medische, paramedische en verzorgende beroepen","Verpleegkundigen, vroedvrouwen en zorgpersoneel",Persoonlijk assistent,1
2016-01-31,2016,1,januari 2016,Jan 2016,Organisatieondersteunende en kennisberoepen,Accountants,Accountant,9
2016-01-31,2016,1,januari 2016,Jan 2016,Organisatieondersteunende en kennisberoepen,Accountants,Assistent accountancy,1
2016-01-31,2016,1,januari 2016,Jan 2016,Organisatieondersteunende en kennisberoepen,Administratief medewerkers,Managementassistent,1
2016-01-31,2016,1,januari 2016,Jan 2016,Organisatieondersteunende en kennisberoepen,Administratief medewerkers,Onthaalmedewerker,0
2016-01-31,2016,1,januari 2016,Jan 2016,Organisatieondersteunende en kennisberoepen,Administratief medewerkers,Polyvalent administratief medewerker,22
2016-01-31,2016,1,januari 2016,Jan 2016,Organisatieondersteunende en kennisberoepen,Administratief medewerkers,Technisch-administratief medewerker,16
2016-01-31,2016,1,januari 2016,Jan 2016,Organisatieondersteunende en kennisberoepen,Bedrijfsadviseurs,Business en financial controller,2
2016-01-31,2016,1,januari 2016,Jan 2016,Organisatieondersteunende en kennisberoepen,Bedrijfsadviseurs,Milieucoördinator,1
2016-01-31,2016,1,januari 2016,Jan 2016,Organisatieondersteunende en kennisberoepen,Bedrijfsadviseurs,Preventieadviseur,4
2016-01-31,2016,1,januari 2016,Jan 2016,Organisatieondersteunende en kennisberoepen,Bedrijfsadviseurs,Projectmanager business,1
2016-01-31,2016,1,januari 2016,Jan 2016,Organisatieondersteunende en kennisberoepen,HR-experts,Personeelsmedewerker,2
2016-01-31,2016,1,januari 2016,Jan 2016,Organisatieondersteunende en kennisberoepen,Informatici en ICT-medewerkers,Integratie expert ICT,1
2016-01-31,2016,1,januari 2016,Jan 2016,Organisatieondersteunende en kennisberoepen,Informatici en ICT-medewerkers,Software ontwikkelaar,2
2016-01-31,2016,1,januari 2016,Jan 2016,Organisatieondersteunende en kennisberoepen,Informatici en ICT-medewerkers,Support medewerker ICT,7
2016-01-31,2016,1,januari 2016,Jan 2016,Organisatieondersteunende en kennisberoepen,Informatici en ICT-medewerkers,Systeembeheerder,1
2016-01-31,2016,1,januari 2016,Jan 2016,Organisatieondersteunende en kennisberoepen,Leidinggevenden,Administratief en financieel verantwoordelijke,1
2016-01-31,2016,1,januari 2016,Jan 2016,Organisatieondersteunende en kennisberoepen,Leidinggevenden,Algemeen directeur,1
2016-01-31,2016,1,januari 2016,Jan 2016,Organisatieondersteunende en kennisberoepen,Leidinggevenden,Verantwoordelijke ICT,1
2016-01-31,2016,1,januari 2016,Jan 2016,Organisatieondersteunende en kennisberoepen,"Medewerkers commerciële strategie, marketing en verkoop",Aankoper,4
2016-01-31,2016,1,januari 2016,Jan 2016,Organisatieondersteunende en kennisberoepen,"Medewerkers commerciële strategie, marketing en verkoop",Contactcenter medewerker,6
2016-01-31,2016,1,januari 2016,Jan 2016,Organisatieondersteunende en kennisberoepen,"Medewerkers commerciële strategie, marketing en verkoop",Digital sales assistant,1
2016-01-31,2016,1,januari 2016,Jan 2016,Organisatieondersteunende en kennisberoepen,"Medewerkers commerciële strategie, marketing en verkoop",Marketing assistent,1
2016-01-31,2016,1,januari 2016,Jan 2016,Organisatieondersteunende en kennisberoepen,"Medewerkers commerciële strategie, marketing en verkoop",Sales engineer,4
2016-01-31,2016,1,januari 2016,Jan 2016,Organisatieondersteunende en kennisberoepen,Onderzoeksmedewerkers en beleidsexperten,Wetenschappelijk onderzoeker,1
2016-01-31,2016,1,januari 2016,Jan 2016,Transport- en logistieke beroepen,Bestuurders in het wegtransport,Vrachtwagenbestuurder,39
2016-01-31,2016,1,januari 2016,Jan 2016,Transport- en logistieke beroepen,Transport- en logistiek personeel,Dispatcher goederenvervoer,1
2016-01-31,2016,1,januari 2016,Jan 2016,Transport- en logistieke beroepen,Transport- en logistiek personeel,Dispatcher personenvervoer,1
2016-01-31,2016,1,januari 2016,Jan 2016,Transport- en logistieke beroepen,Transport- en logistiek personeel,Koerier besteller,0
2016-01-31,2016,1,januari 2016,Jan 2016,Transport- en logistieke beroepen,Transport- en logistiek personeel,Logistiek verantwoordelijke,1
2016-01-31,2016,1,januari 2016,Jan 2016,Transport- en logistieke beroepen,Transport- en logistiek personeel,Magazijnbeheerder,1
2016-01-31,2016,1,januari 2016,Jan 2016,Transport- en logistieke beroepen,Transport- en logistiek personeel,Magazijnmedewerker,17
2016-01-31,2016,1,januari 2016,Jan 2016,Transport- en logistieke beroepen,Transport- en logistiek personeel,Verantwoordelijke logistieke site,1
2016-01-31,2016,1,januari 2016,Jan 2016,Transport- en logistieke beroepen,"Werknemers spoor-, water-, luchttransport",Schipper-stuurman binnenscheepvaart,1
2016-01-31,2016,1,januari 2016,Jan 2016,Transport- en logistieke beroepen,"Werknemers spoor-, water-, luchttransport",Spoorwerker,1
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwtechnici,Architect,43
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwtechnici,BIM-expert (Building Information Modeling),1
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwtechnici,Bouwkundig tekenaar,19
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwtechnici,Calculator bouw,42
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwtechnici,EPB-verslaggever,1
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwtechnici,Ingenieur studie en advies bouw,22
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwtechnici,Interieurarchitect interieurvormgever,6
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwtechnici,Landmeter,2
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwtechnici,Projectleider bouw en openbare werken,40
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwtechnici,Veiligheidscoördinator,1
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwtechnici,Werfbediende,5
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwtechnici,Werfleider,85
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,"Aansluiter van waterleidingen, rioleringen en warmtenetten",2
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Asbestverwijderaar,1
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Bekister-betonneerder,32
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Beveiligingstechnicus,18
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Brandertechnicus,5
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Daktimmerman,14
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Dakwerker,99
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Datacommunicatie- en netwerktechnicus,34
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Dekvloerlegger,8
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Elektrotechnisch installateur,5
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Gevelrenoveerder-betonhersteller,0
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Glaswerker,8
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Industrieel isolatiewerker,6
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Installateur elektrotechnische basiscomponenten,1
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Installateur energiemanagementsystemen,1
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Installateur nutsvoorzieningen,11
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Interieurbouwer,30
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Isoleerder ruwbouw en dak,9
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Medewerker ruwbouw,52
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Metselaar,97
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Monteur installatietechnieken,162
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Natuursteenbewerker,14
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Onderhoudsmedewerker gebouwen,5
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Plaatser binnenschrijnwerk,27
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Plaatser buitenschrijnwerk,76
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Plaatser van boven- en ondergrondse leidingen,8
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Plaatser van houten vloerbedekking,7
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Plaatser van soepele vloerbekledingen,2
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Rioollegger,2
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Schilder-decorateur,25
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Schrijnwerker houtbouw,1
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Steigerbouwer,58
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Stukadoor,32
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Technicus hernieuwbare energietechnieken,3
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Technicus installatietechnieken,15
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Vloerder-tegelzetter,19
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Voeger,8
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Bouwvakkers,Wegenwerker,48
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Machinisten en kraanmannen,Bediener grondverzetmachines,29
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Machinisten en kraanmannen,Bediener machines horizontale boringen,3
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Machinisten en kraanmannen,Bediener machines verticale boringen,1
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Machinisten en kraanmannen,Kraanbestuurder,17
2016-02-29,2016,2,februari 2016,Feb 2016,Bouwberoepen,Machinisten en kraanmannen,Torenkraanbediener,9
2016-02-29,2016,2,februari 2016,Feb 2016,Dienstverlenende beroepen,Experts vastgoed,Vastgoedpromotor,2
2016-02-29,2016,2,februari 2016,Feb 2016,Dienstverlenende beroepen,Juridische dienstverleners,Juridisch medewerker,1
2016-02-29,2016,2,februari 2016,Feb 2016,Dienstverlenende beroepen,Juridische dienstverleners,Jurist,1
2016-02-29,2016,2,februari 2016,Feb 2016,Dienstverlenende beroepen,Persoonlijke dienstverleners,Conciërge,1
2016-02-29,2016,2,februari 2016,Feb 2016,Dienstverlenende beroepen,Schoonmaak- en onderhoudspersoneel,Huishoudhulp-poetshulp,1
2016-02-29,2016,2,februari 2016,Feb 2016,Dienstverlenende beroepen,Schoonmaak- en onderhoudspersoneel,Industrieel reiniger,1
2016-02-29,2016,2,februari 2016,Feb 2016,Dienstverlenende beroepen,Schoonmaak- en onderhoudspersoneel,Ruitenwasser,1
2016-02-29,2016,2,februari 2016,Feb 2016,Dienstverlenende beroepen,Schoonmaak- en onderhoudspersoneel,Schoonmaker van ruimten en lokalen,0
2016-02-29,2016,2,februari 2016,Feb 2016,Handels- en verkoopberoepen,Verkooppersoneel,Winkelverkoper,28
2016-02-29,2016,2,februari 2016,Feb 2016,Handels- en verkoopberoepen,Vertegenwoordigers,Vertegenwoordiger B2B,33
2016-02-29,2016,2,februari 2016,Feb 2016,Handels- en verkoopberoepen,Vertegenwoordigers,Vertegenwoordiger B2C,8
2016-02-29,2016,2,februari 2016,Feb 2016,Horecaberoepen,Horecapersoneel,Maître d'hôtel,1
2016-02-29,2016,2,februari 2016,Feb 2016,Industriële beroepen en ambachten,Beoefenaars van ambachten,Ambachtelijk metaalbewerker,1
